id,comment_text,severe_toxic,obscene,threat,insult,identity_hate,toxic
b52de836284cbb04,hi  i ve noticed some vandalism coming from your ip address  this may or may not be you  your computer may have a dynamic ip which is shared between users  in that case  disregard this mesage  you can also create an account and log in to avoid any future confusion if you are  in fact  the one vandalizing  you should know that your actions are futile and only put you at risk  most vandalism to wikipedia is fixed within minutes  and there is no way for you to cause any permanent damage  please stop or your ip address will be recorded on the vandalism in progress page  if it is not already there  website defacement is a crime in many countries  and you can rest assured that if you do not stop vandalizing pages after being warned  you will likely be  block trying to evade this ip block to continue vandalizing will only prompt somebody to report you to your isp  consider this message your only warning if you decide to change your behavior and contribute positively and constructively to wikipedia  your contributions will be greatly appreciated  regardless of your past behavior  talk,0.0,0.0,0.0,0.0,0.0,0.0
33ff474f09c50a93, review upholds rr hours block by user talk edjohnston review person user tnxman ,0.0,0.0,0.0,0.0,0.0,0.0
2a74f89cfe0558ba,the jefferson school  the article deleted because it was copied from another website  this is copyright violation and against the law  m  kka,0.0,0.0,0.0,0.0,0.0,0.0
517151b77af66373,support  same reason as apr utc ,0.0,0.0,0.0,0.0,0.0,0.0
c13ec3039a762058,redirect talk shia islam in uzbekistan,0.0,0.0,0.0,0.0,0.0,0.0
273bc556db309c22,i second this barnstar  i appreciate the amount of work you put into that debate  i applaud your efforts to keep the article from straying too far outside the linguistic mainstream  i had a similar problem with a disambiguation page koko  which i was finally able to resolve by changing it to say that koko was trained in sign language  which everyone agrees on  instead of having it say she uses sign language which  as you know  is a matter that is strongly contested by linguists  it was particularly frustrating because the article on the gorilla had the information about the controversy  but  for some reason my edits to the disambiguation page kept being reverted as if there was no question about the issue ,0.0,0.0,0.0,0.0,0.0,0.0
370b5e98c3f1ef0c, dumb ass dont call my  shit  a garage band  you sit on wikipedia all day and edit peoples nonsense come on how much room do you have to talk about anybodys anything ,0.0,1.0,0.0,1.0,0.0,1.0
8b5d93a66112567c,biased sources with conflict of interest this article has serious problems with neutrality  considering the book topic  having most sources belonging to the very same views and institutions that the author criticizes in the book  makes the article a worst example of bias and conflict of interest out of references are adl  the very organization that the author strongly criticizes in the book  vallentine mitchell also seems like a quite partisan jew ish pub  at least out of explicitly named authors are also jew ish  moreover  the article also fails to mention the political office that the author has held in the past  louisiana house of representative and the history doctorate he holds therefore  i added pov  one source  and ref improve tags until the article is balanced and completed by povs of the author himself  and sources with less bias and conflict of interest ,0.0,0.0,0.0,0.0,0.0,0.0
dd1338cbd28bbc6b,contested deletion this page should not be speedy deleted as an unambiguous copyright infringement  because your reason here otrs icon the content of this article has been derived in whole or part from steven fisher  permission has been received from the copyright holder to release this material under both the creative commons attribution sharealike unported license and the gnu free documentation license  you may use either or both licenses  evidence of this has been confirmed and stored by otrs volunteers  under ticket number this template is used by approved volunteers dealing with the wikimedia open ticket request system  otrs  after receipt of a clear statement of permission at permissions en a wikimedia org  do not use this template to claim permission ,0.0,0.0,0.0,0.0,0.0,0.0
e2f0f777d2e76c0c,  my post below should answer your first point  if there are no standards for criticism to be included  we would just have an endless tirade of insults and name calling in every article  and nixon is mentioned in the washington post article as a milestone in time  as in beginning with nixon s administration in any case  the wp article s criticism section is far better in that it mentions specific events that originate criticism  and not just the opinion stemming from those events  that s my whole problem with the criticism section of this article ,0.0,0.0,0.0,0.0,0.0,0.0
39439b27d20e5994,  furthermore  the huffington post source article directly references social media posts in effort to prove a non existent point that there was public acknowledgement of anti japanese sentiment being prevalent in any notable fraction of the public regarding the tsunami disaster  it was bad journalism to the say the least  but to take it further it s an abhorrent journalistic source when taking in the fact that even the article says some people as in  some people think the disaster was payback for pearl harbor  while then giving only a few examples of social networking comments  if anything is worth noting about that article  it s that the author is asian and likely felt some kind of negative emotion after coming across a few of those posts  so he abused his publishing power to try to make a mockery of the few examples he cited  ,0.0,0.0,0.0,0.0,0.0,0.0
4a0163fa2d13f68f,you re falling for the birthers  claims about it  the court has made clear that the merits of the case have not yet been heard and that the discussions so far have been purely procedural  all of the other cases that we cover in this article got at least that far before being thrown out  as this one will inevitably be ,0.0,0.0,0.0,0.0,0.0,0.0
